Astro ID,Dec,Decision,Depth,Dur,Epoc,File,Final,Per,RA,SMass,SRad,SRadEst,TIC ID,Tmag,as,ch,disp_b,disp_e,disp_j,disp_n,disp_p,disp_t,disp_u,dm,et,md,mk,total_votes,selected_total_votes,first_letter,sector,prefix,kind,label,cam,ccd
35779,21.37536555,,470.0,0.1825915838,1741.204818,astronet_hlsp_qlp_tess_ffi-s0085-0000000392319021_tess_v01_llc.fits,jj,3.585852,216.9771349,,11.0675,8.801535866,392319021,9.1268,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
35780,31.38226952,,400.0,0.04679674837,1738.978347,astronet_hlsp_qlp_tess_ffi-s0085-0000000430755801_tess_v01_llc.fits,jj,0.422239,333.3422222,,,76.62512555,430755801,6.7446,B,B,0,0,1,0,0,0,0,,B,B,B,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
35791,53.89962923,B,280.0,0.06765709182,1791.089992,astronet_hlsp_qlp_tess_ffi-s0085-0000000285792766_tess_v01_llc.fits,jj,0.439503,43.17048136,,,181.023949,285792766,9.25317,B,E,0,0,1,0,0,0,0,,E,B,B,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
35795,63.29037808,,1640.0,0.408741375,1777.16914,astronet_hlsp_qlp_tess_ffi-s0085-0000000272133874_tess_v01_llc.fits,jj,24.8475,353.1865317,2.065,2.3124,2.254128484,272133874,8.0894,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
35799,58.42385662,,1430.0,0.2314480168,1890.827614,astronet_hlsp_qlp_tess_ffi-s0085-0000000297983686_tess_v01_llc.fits,jj,26.300911,184.2217916,,11.6353,11.95941516,297983686,8.1342,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
35803,59.1143662,,290.0,0.2328947587,1794.927468,astronet_hlsp_qlp_tess_ffi-s0085-0000000397852230_tess_v01_llc.fits,jj,18.661439,0.3383380138,,31.7235,35.32459279,397852230,8.7999,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
35807,60.31312368,,3780.0,0.3095163819,1736.943021,astronet_hlsp_qlp_tess_ffi-s0085-0000000219758201_tess_v01_llc.fits,jj,128.430034,266.1908734,,,149.9464943,219758201,7.8664,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
35810,73.98579838,,3610.0,0.6226041552,1983.610437,astronet_hlsp_qlp_tess_ffi-s0085-0000000460002856_tess_v01_llc.fits,jj,38.033241,85.75305816,,41.82,45.95661789,460002856,6.49771,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
35824,33.45726379,,107560.0,0.01989277185,1711.556978,astronet_hlsp_qlp_tess_ffi-s0085-0000000419354107_tess_v01_llc.fits,jj,0.201405,302.6438067,,,9.619052174,419354107,8.1009,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
35828,71.36761022,,270.0,0.1373335003,1685.513806,astronet_hlsp_qlp_tess_ffi-s0085-0000000459984491_tess_v01_llc.fits,jj,5.443262,105.7875608,,10.8081,10.81771089,459984491,8.14882,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
35833,-1.390539929,,260.0,0.1139631962,1711.475164,astronet_hlsp_qlp_tess_ffi-s0085-0000000158588815_tess_v01_llc.fits,jj,2.363401,199.1061816,,10.9983,10.71161787,158588815,6.35919,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
35838,39.4339008,,490.0,0.3833851796,1744.429417,astronet_hlsp_qlp_tess_ffi-s0085-0000000431416493_tess_v01_llc.fits,jj,6.461911,326.73101,,5.37856,5.033793176,431416493,8.25815,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
35843,56.87264564,,759.0,0.1365027479,1715.099192,astronet_hlsp_qlp_tess_ffi-s0085-0000000316333037_tess_v01_llc.fits,jj,7.885774,268.3822046,,10.3012,10.39920364,316333037,2.6552,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
35845,56.30520198,,300.0,0.1974834787,1714.553516,astronet_hlsp_qlp_tess_ffi-s0085-0000000137193989_tess_v01_llc.fits,jj,6.100818,299.9455252,,,95.78680809,137193989,8.2642,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
35851,76.6167368,,77960.0,0.5251769234,1711.170018,astronet_hlsp_qlp_tess_ffi-s0085-0000000047578938_tess_v01_llc.fits,jj,38.844447,259.0708127,1.76,2.42818,2.3468602,47578938,8.7796,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
35854,59.61368339,,9360.0,0.2356149124,1722.496913,astronet_hlsp_qlp_tess_ffi-s0085-0000000467257971_tess_v01_llc.fits,jj,24.042338,245.8159411,1.641,1.6762,1.672904603,467257971,9.2302,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
35860,78.40495397,J,5929.0,0.2008668388,1775.902703,astronet_hlsp_qlp_tess_ffi-s0085-0000000235998916_tess_v01_llc.fits,jj,80.026629,304.697951,,9.42393,9.562628003,235998916,8.7556,J,S,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
35869,58.0851256,,21610.0,0.07965826274,1739.332429,astronet_hlsp_qlp_tess_ffi-s0085-0000000023753424_tess_v01_llc.fits,jj,0.345574,251.3204936,1.035,1.52632,1.500597066,23753424,6.7621,B,B,0,0,1,0,0,0,0,,B,B,B,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
35870,14.70460749,,5190.0,0.247668769,1712.864326,astronet_hlsp_qlp_tess_ffi-s0085-0000000402894400_tess_v01_llc.fits,jj,160.823876,266.3682293,1.624,1.88908,1.897955637,402894400,9.2232,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
35878,64.24138195,,490.0,0.1620844212,1744.467052,astronet_hlsp_qlp_tess_ffi-s0085-0000000387409501_tess_v01_llc.fits,jj,34.051349,16.38039989,1.959,2.51069,2.524574318,387409501,8.5973,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
35888,77.95969753,,1200.0,0.09720370296,1700.743118,astronet_hlsp_qlp_tess_ffi-s0085-0000000235714240_tess_v01_llc.fits,jj,49.593726,253.9639674,,10.8458,10.77352378,235714240,6.59134,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
35893,78.7394206,,850.0,1.022959816,1696.875075,astronet_hlsp_qlp_tess_ffi-s0085-0000000390128160_tess_v01_llc.fits,jj,27.062429,357.7717195,2.32,1.74113,1.805789334,390128160,9.24831,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
35896,58.62676393,,720.0,0.1743415319,1801.296209,astronet_hlsp_qlp_tess_ffi-s0085-0000000385253658_tess_v01_llc.fits,jj,11.269653,47.89736011,,15.903,17.95297083,385253658,8.81762,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
35903,54.32758299,,460.0,0.1760580115,1700.487953,astronet_hlsp_qlp_tess_ffi-s0085-0000000236782008_tess_v01_llc.fits,jj,20.495694,283.0602944,,10.5346,10.43950087,236782008,7.9186,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
35905,47.44817129,,339.0,0.1362278887,1741.253213,astronet_hlsp_qlp_tess_ffi-s0085-0000000027350813_tess_v01_llc.fits,jj,3.621156,306.8588318,,15.4347,10.4985096,27350813,9.2769,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
35906,62.86031721,,350.0,0.2762346294,1727.434863,astronet_hlsp_qlp_tess_ffi-s0085-0000000282924715_tess_v01_llc.fits,jj,21.446788,236.2155683,,21.7521,22.0750614,282924715,8.34746,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
35907,56.74903186,,8750.0,0.2529622095,1749.814777,astronet_hlsp_qlp_tess_ffi-s0085-0000000232982467_tess_v01_llc.fits,jj,164.261175,282.464312,,11.9258,13.01549244,232982467,9.0728,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
35921,25.42176325,,560.0,0.1716715539,1687.051835,astronet_hlsp_qlp_tess_ffi-s0085-0000000267992269_tess_v01_llc.fits,jj,11.678337,314.7727669,,8.50181,10.00848642,267992269,8.3179,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
35927,63.12145141,,1220.0,0.1342984173,1791.482535,astronet_hlsp_qlp_tess_ffi-s0085-0000000387681542_tess_v01_llc.fits,jj,63.648539,20.74971109,1.249,3.95,4.116108997,387681542,9.08589,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
35931,35.89106064,,410.0,0.1707223481,1713.115341,astronet_hlsp_qlp_tess_ffi-s0085-0000000305636986_tess_v01_llc.fits,jj,2.364248,315.7174202,,10.5999,11.26054207,305636986,8.9834,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
35932,72.30321121,,7880.0,1.224312863,1710.864428,astronet_hlsp_qlp_tess_ffi-s0085-0000000047583918_tess_v01_llc.fits,jj,38.867075,260.1702179,,,84.52739459,47583918,8.4324,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
35935,30.71971177,,270.0,0.3422368493,1684.300761,astronet_hlsp_qlp_tess_ffi-s0085-0000000233865363_tess_v01_llc.fits,jj,10.399175,311.4156392,,5.72853,5.410959969,233865363,3.3175,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
35947,78.78587064,,800.0,0.2270414836,1787.983452,astronet_hlsp_qlp_tess_ffi-s0085-0000000398266147_tess_v01_llc.fits,jj,78.561067,336.6767989,2.02,1.87027,1.827021598,398266147,5.7338,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
35954,25.88001223,,480.0,0.1582249124,1929.781207,astronet_hlsp_qlp_tess_ffi-s0085-0000000404483167_tess_v01_llc.fits,jj,0.972734,203.2851047,2.59,2.597,2.594611682,404483167,7.2962,B,B,0,0,1,0,0,0,0,,B,B,B,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
35957,57.78416765,,390.0,0.32286142,1721.361903,astronet_hlsp_qlp_tess_ffi-s0085-0000000298162313_tess_v01_llc.fits,jj,23.06153,185.9945746,,2.12019,2.047563658,298162313,7.0907,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
35959,62.36989148,,140.0,0.1884935801,1687.790187,astronet_hlsp_qlp_tess_ffi-s0085-0000000289623592_tess_v01_llc.fits,jj,6.274753,254.0913161,,16.1236,16.81247794,289623592,6.82962,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
35960,62.91163678,,410.0,0.1453633195,1689.275195,astronet_hlsp_qlp_tess_ffi-s0085-0000000233613702_tess_v01_llc.fits,jj,12.329374,283.1520066,,11.5762,11.97922174,233613702,8.71805,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
35965,56.31761167,,6330.0,1.123146254,1719.742677,astronet_hlsp_qlp_tess_ffi-s0085-0000000236779934_tess_v01_llc.fits,jj,75.480259,282.8063194,,87.422,90.01513763,236779934,8.0564,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
35976,38.41969421,,360.0,0.08645804804,1683.740104,astronet_hlsp_qlp_tess_ffi-s0085-0000000436083994_tess_v01_llc.fits,jj,0.484739,333.6400553,,,3.515212329,436083994,8.5898,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
35977,52.22274088,,770.0,1.259069697,1719.592649,astronet_hlsp_qlp_tess_ffi-s0085-0000000284453619_tess_v01_llc.fits,jj,75.529076,275.5394226,,16.1105,16.11887684,284453619,8.2552,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
35983,56.71110471,,1320.0,1.304805448,1996.155994,astronet_hlsp_qlp_tess_ffi-s0085-0000000359415582_tess_v01_llc.fits,jj,25.664938,275.1829436,,,,359415582,8.1592,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
35984,20.48970523,,290.0,0.1619790659,1683.744672,astronet_hlsp_qlp_tess_ffi-s0085-0000000313283298_tess_v01_llc.fits,jj,0.645155,311.1949749,1.393,1.90859,1.843054144,313283298,6.72771,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
35988,70.96665947,,590.0,0.9364905277,1792.932842,astronet_hlsp_qlp_tess_ffi-s0085-0000001400665261_tess_v01_llc.fits,jj,38.099696,317.0867747,,,2.656382395,1400665261,9.0335,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
35999,64.82132395,,1200.0,0.157466517,1791.108747,astronet_hlsp_qlp_tess_ffi-s0085-0000000445624104_tess_v01_llc.fits,jj,10.7193,43.00610265,,13.3409,13.75002948,445624104,9.1532,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
36001,68.53865108,,34200.0,0.09452038117,2010.980547,astronet_hlsp_qlp_tess_ffi-s0085-0000000022129510_tess_v01_llc.fits,jj,0.443279,262.9002469,1.38,1.94833,1.966294952,22129510,7.51146,B,B,0,0,1,0,0,0,0,,B,B,B,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
36005,55.17290961,,190.0,0.6265386398,1701.025779,astronet_hlsp_qlp_tess_ffi-s0085-0000000229689988_tess_v01_llc.fits,jj,64.128827,263.0668487,1.148,2.02798,2.034112544,229689988,4.6123,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
36006,42.05844129,,1020.0,0.3240070114,1985.510672,astronet_hlsp_qlp_tess_ffi-s0085-0000000018270000_tess_v01_llc.fits,jj,18.14149,283.9181518,,11.9315,11.98317193,18270000,8.934,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
36020,61.70938986,,1010.0,0.1141246896,1791.102827,astronet_hlsp_qlp_tess_ffi-s0085-0000000347311037_tess_v01_llc.fits,jj,11.504505,21.31716011,,,69.40383966,347311037,8.60527,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
36022,59.61154785,,1410.0,0.2278352175,1748.204239,astronet_hlsp_qlp_tess_ffi-s0085-0000000405503414_tess_v01_llc.fits,jj,15.088425,284.5578873,,25.7857,22.42455865,405503414,9.1942,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
36028,43.57282584,,1120.0,0.1286062469,1801.616635,astronet_hlsp_qlp_tess_ffi-s0085-0000000052712633_tess_v01_llc.fits,jj,13.003665,45.70654318,2.12,2.46099,2.513826659,52712633,9.1488,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
36029,67.68335936,,6220.0,0.09143472828,2010.965689,astronet_hlsp_qlp_tess_ffi-s0085-0000000224390414_tess_v01_llc.fits,jj,1.660638,263.5369797,1.619,3.72621,3.648772471,224390414,8.4717,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
36033,56.10772244,,759.0,0.06786168488,1909.519885,astronet_hlsp_qlp_tess_ffi-s0085-0000000053523437_tess_v01_llc.fits,jj,7.424692,182.7520102,,4.58409,4.385090263,53523437,8.7569,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
36035,31.70202133,,450.0,0.0527364705,1790.748155,astronet_hlsp_qlp_tess_ffi-s0085-0000000331518177_tess_v01_llc.fits,jj,0.32127,78.63315929,2.67,4.16512,4.600964984,331518177,8.9478,B,B,0,0,1,0,0,0,0,,B,B,B,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
36036,46.36764468,,1050.0,1.443285432,1996.184459,astronet_hlsp_qlp_tess_ffi-s0085-0000000159814696_tess_v01_llc.fits,jj,25.653847,286.2053423,,21.6727,22.43800455,159814696,7.7683,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
36045,59.19956629,,510.0,0.1778890686,1684.66687,astronet_hlsp_qlp_tess_ffi-s0085-0000000383721019_tess_v01_llc.fits,jj,7.073124,286.8788211,,10.2529,9.684570093,383721019,9.2906,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
36055,62.9223935,,1359.0,0.3389491276,1702.683571,astronet_hlsp_qlp_tess_ffi-s0085-0000000233721425_tess_v01_llc.fits,jj,122.364306,276.4677826,,20.2671,19.5435358,233721425,8.2763,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
36061,33.2141764,,960.0,0.1025629334,1799.144092,astronet_hlsp_qlp_tess_ffi-s0085-0000000408619844_tess_v01_llc.fits,jj,14.972691,66.050081,0.75,0.71269,0.7136104206,408619844,9.1259,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
36068,17.55298724,,1400.0,0.1276674409,1684.286056,astronet_hlsp_qlp_tess_ffi-s0085-0000000089508792_tess_v01_llc.fits,jj,0.591683,295.0170809,,,1000.0,89508792,9.1686,B,B,0,0,1,0,0,0,0,,B,B,B,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
36076,38.35603479,,2689.0,0.2847819247,1685.23316,astronet_hlsp_qlp_tess_ffi-s0085-0000000014211160_tess_v01_llc.fits,jj,2.416683,307.0740642,,,31.42538217,14211160,8.7271,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
36077,64.67007055,,11340.0,0.2688160921,1792.655257,astronet_hlsp_qlp_tess_ffi-s0085-0000000117120388_tess_v01_llc.fits,jj,6.850563,37.56623535,1.328,1.75016,1.671906846,117120388,9.0863,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
36079,31.11246297,,860.0,0.2425255818,1684.868734,astronet_hlsp_qlp_tess_ffi-s0085-0000000303247444_tess_v01_llc.fits,jj,2.606961,15.89941782,,,3.34998609,303247444,8.8048,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
36082,62.93414711,,1430.0,0.174872108,1818.376101,astronet_hlsp_qlp_tess_ffi-s0085-0000000459142134_tess_v01_llc.fits,jj,1.200138,48.48506428,,,2.691873054,459142134,9.1277,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
36083,65.71470419,,550.0,0.3515731044,1758.876571,astronet_hlsp_qlp_tess_ffi-s0085-0000000307986093_tess_v01_llc.fits,jj,83.707882,257.1966599,,,10.85570708,307986093,3.2094,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
36084,78.49196109,,700.0,1.052352235,1719.761848,astronet_hlsp_qlp_tess_ffi-s0085-0000000389968368_tess_v01_llc.fits,jj,75.491552,354.7691021,,33.2715,35.57061208,389968368,9.1545,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
36089,62.62712381,,190.0,0.1113009148,1711.508415,astronet_hlsp_qlp_tess_ffi-s0085-0000000233532108_tess_v01_llc.fits,jj,2.187948,280.3211477,,8.61875,8.88634454,233532108,8.1025,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
36090,41.70693167,,1620.0,0.2513380248,1711.615785,astronet_hlsp_qlp_tess_ffi-s0085-0000000357657732_tess_v01_llc.fits,jj,0.534739,325.5959837,1.54,1.57186,1.57273183,357657732,8.1799,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
36092,76.68522638,B,80.0,0.1707375873,1683.865881,astronet_hlsp_qlp_tess_ffi-s0085-0000000287195157_tess_v01_llc.fits,jj,0.936318,301.7138494,1.384,1.47992,1.494402256,287195157,9.1166,J,E,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
36093,57.84753162,,20200.0,0.8797549725,1717.729756,astronet_hlsp_qlp_tess_ffi-s0085-0000000350988050_tess_v01_llc.fits,jj,43.401824,267.3349826,,,91.14318414,350988050,9.1052,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
36095,57.2629987,,350.0,0.1142280725,1716.48729,astronet_hlsp_qlp_tess_ffi-s0085-0000000207441662_tess_v01_llc.fits,jj,10.962387,236.4294193,,10.7933,10.58361196,207441662,7.36399,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
36101,60.85107242,,4100.0,0.4737781167,1996.914176,astronet_hlsp_qlp_tess_ffi-s0085-0000000021961838_tess_v01_llc.fits,jj,24.805137,263.1945711,,0.930431,,21961838,9.1455,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
36113,57.5117153,,1150.0,1.142236706,1791.589289,astronet_hlsp_qlp_tess_ffi-s0085-0000000403915066_tess_v01_llc.fits,jj,23.678207,35.70768281,,,38.06574676,403915066,9.0716,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
36117,63.81963245,,610.0,0.1917949846,1707.333783,astronet_hlsp_qlp_tess_ffi-s0085-0000000202422034_tess_v01_llc.fits,jj,23.620072,220.2242603,,11.58,10.85037694,202422034,8.95047,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
36124,11.14466586,,40.0,0.1485133241,1946.186983,astronet_hlsp_qlp_tess_ffi-s0085-0000000422290758_tess_v01_llc.fits,jj,16.819176,208.7682832,,,12.749273,422290758,7.4989,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
36138,43.31621863,,470.0,0.1510475686,1713.111254,astronet_hlsp_qlp_tess_ffi-s0085-0000000162180986_tess_v01_llc.fits,jj,4.411436,324.1110154,,10.8441,10.89436321,162180986,7.09029,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
36153,72.94237724,,310.0,0.1605427524,1693.859079,astronet_hlsp_qlp_tess_ffi-s0085-0000000219004214_tess_v01_llc.fits,jj,10.499853,221.3067439,,20.0171,19.29646458,219004214,7.4583,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
36154,68.27611857,,620.0,0.1254451921,1902.602726,astronet_hlsp_qlp_tess_ffi-s0085-0000000180626613_tess_v01_llc.fits,jj,4.012962,202.6984129,,8.05961,8.961140942,180626613,7.1624,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
36155,78.73872273,,400.0,0.2689811392,1989.490009,astronet_hlsp_qlp_tess_ffi-s0085-0000000088997621_tess_v01_llc.fits,jj,16.020318,338.8296262,,22.2044,22.19225504,88997621,9.04617,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
36167,32.545719,,5560.0,0.1228494254,1683.72063,astronet_hlsp_qlp_tess_ffi-s0085-0000000351193032_tess_v01_llc.fits,jj,0.445155,340.652442,0.924,1.78351,1.678111138,351193032,8.707,B,B,0,0,1,0,0,0,0,,B,B,B,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
36170,42.37450049,N,640.0,0.1224088731,1715.953954,astronet_hlsp_qlp_tess_ffi-s0085-0000000267924099_tess_v01_llc.fits,jj,1.558753,298.6082317,,7.47383,7.437672986,267924099,9.0798,J,J,0,0,1,0,0,0,0,,J,E,N,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
36171,60.4604384,,790.0,0.3667701716,1737.176789,astronet_hlsp_qlp_tess_ffi-s0085-0000000232609078_tess_v01_llc.fits,jj,139.456339,258.0066682,,55.9337,60.92421198,232609078,9.11965,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
36178,25.96546684,,1810.0,0.1625799668,1737.48151,astronet_hlsp_qlp_tess_ffi-s0085-0000000329170429_tess_v01_llc.fits,jj,63.015491,262.6207255,,10.8376,10.45623716,329170429,8.88335,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
36180,45.11066065,,2719.0,0.5186052858,1996.895874,astronet_hlsp_qlp_tess_ffi-s0085-0000000159889594_tess_v01_llc.fits,jj,24.45098,286.3963701,,17.9034,18.59755174,159889594,9.1573,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
36181,21.48668418,,390.0,0.1323162802,1685.712553,astronet_hlsp_qlp_tess_ffi-s0085-0000000372759478_tess_v01_llc.fits,jj,2.257957,300.8760503,,11.4103,11.76678401,372759478,8.8999,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
36183,28.49310715,,1060.0,0.7708549694,1996.744322,astronet_hlsp_qlp_tess_ffi-s0085-0000000257732522_tess_v01_llc.fits,jj,24.826247,257.1000725,,10.3964,10.32037665,257732522,9.1664,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
36192,35.92857245,,19110.0,1.026666746,1691.258249,astronet_hlsp_qlp_tess_ffi-s0085-0000000138643670_tess_v01_llc.fits,jj,14.002547,294.7919221,1.293,1.42543,1.430863542,138643670,8.79311,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
36196,63.45815937,,260.0,0.1649214907,1739.714495,astronet_hlsp_qlp_tess_ffi-s0085-0000000199663282_tess_v01_llc.fits,jj,8.375901,297.7324901,,12.1224,11.86022861,199663282,8.83344,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
36201,53.34307844,,24900.0,1.000862745,1739.048639,astronet_hlsp_qlp_tess_ffi-s0085-0000000298830526_tess_v01_llc.fits,jj,56.513989,287.7147301,,74.3282,78.1236037,298830526,7.7953,J,J,0,0,1,0,0,0,0,,J,J,J,1,1,j,85,astronet,stitched multi-sector,Junk (J),,
