Astro ID,Dec,Decision,Depth,Dur,Epoc,File,Final,Per,RA,SMass,SRad,SRadEst,TIC ID,Tmag,as,ch,disp_b,disp_e,disp_j,disp_n,disp_p,disp_t,disp_u,dm,et,md,mk,total_votes,selected_total_votes,first_letter
19328,-74.44055403,,1030.0,0.1724936823,1328.289439,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000318515628_tess_v01_llc.fits,jj,11.157418,53.15941502,,9.43357,9.538478242,318515628,8.5826,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19336,-80.50773136,,440.0,0.1754021491,1655.948194,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000404161337_tess_v01_llc.fits,jj,2.768342,337.8582153,,9.9005,9.680361842,404161337,11.3093,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19338,-62.6368141,N,260.0,0.1608316114,1357.455587,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000293346794_tess_v01_llc.fits,jj,10.918643,99.10825119,,10.4664,9.753306981,293346794,9.6927,N,E,0,0,1,0,0,0,0,,,J,E,1,1,j
19343,-61.93457139,,580.0,0.2992466956,1334.726536,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000262614074_tess_v01_llc.fits,jj,33.889773,116.6365065,0.659139,15.687,15.6041184,262614074,8.0899,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19352,-59.17310892,N,140.0,0.1421140339,1326.994564,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000294871044_tess_v01_llc.fits,jj,3.380448,109.1147855,0.726562,10.5811,10.92395696,294871044,10.7422,J,E,0,0,1,0,0,0,0,,,N,J,1,1,j
19363,-77.6130821,,1140.0,0.1368023127,1654.043694,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000423237945_tess_v01_llc.fits,jj,0.486789,297.2125801,1.21,2.42177,2.504729602,423237945,10.7547,B,B,0,0,1,0,0,0,0,,,B,B,1,1,j
19369,-44.46617118,,4850.0,0.1547930119,1655.97213,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000128680884_tess_v01_llc.fits,jj,13.566434,300.5427022,,22.8062,22.14838466,128680884,7.9601,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19374,-49.95935524,,13240.0,0.212704764,1655.756751,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000166419963_tess_v01_llc.fits,jj,1.03335,298.2421902,1.29,1.51516,1.514489313,166419963,10.3,B,B,0,0,1,0,0,0,0,,,B,B,1,1,j
19379,-63.92353832,,260.0,0.2464213013,1332.126325,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000348960463_tess_v01_llc.fits,jj,18.911842,106.5656673,,20.7569,18.1501579,348960463,10.0476,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19383,-72.72413342,,460.0,0.2225849096,1336.388132,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000271723402_tess_v01_llc.fits,jj,26.00291,110.3813687,,11.4033,9.832114223,271723402,8.6823,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19387,-72.95491013,,296310.0,0.118910117,1656.332208,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000007013622_tess_v01_llc.fits,jj,11.567132,282.310416,,5.13264,5.024315679,7013622,7.2974,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19388,-82.03914834,,600.0,0.4230029861,1327.110717,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000261678628_tess_v01_llc.fits,jj,17.035964,21.19875692,,29.723,29.7901343,261678628,8.8133,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19399,-56.93391575,B,4190.0,0.06490645986,1654.27698,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000421948497_tess_v01_llc.fits,jj,0.287974,288.4824838,1.32,2.15842,2.367521279,421948497,11.4565,B,E,0,0,1,0,0,0,0,,,B,B,1,1,j
19400,-71.59729993,,1160.0,0.4042570944,1339.456712,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000280830936_tess_v01_llc.fits,jj,14.401749,44.47159842,1.14,1.45644,1.297571986,280830936,10.9875,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19401,-80.06130438,,1450.0,0.1890760883,1333.391519,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000263075460_tess_v01_llc.fits,jj,12.174893,16.40923349,,9.30687,10.30835132,263075460,9.3587,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19405,-78.70866728,,1130.0,0.0206484588,1626.415707,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000384843538_tess_v01_llc.fits,jj,1.57142,249.4957158,1.25,3.03653,3.084898791,384843538,11.3498,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19412,-75.92164421,,1090.0,0.2174690957,1625.981394,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000317153848_tess_v01_llc.fits,jj,18.460874,257.4417053,,13.3013,12.40725816,317153848,10.4605,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19420,-73.21321694,,100.0,0.2089315289,1327.046622,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000271696650_tess_v01_llc.fits,jj,1.900587,109.9367524,1.48,2.81976,2.473605029,271696650,9.8965,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19422,-81.12122288,J,1060.0,0.1525304853,1328.176346,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000407585173_tess_v01_llc.fits,jj,18.180034,235.7761373,,9.52954,9.770624615,407585173,11.2195,E,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19426,-33.32479834,,2340.0,0.1240174053,1628.882387,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000310107081_tess_v01_llc.fits,jj,13.137437,288.2320262,0.73,0.714819,0.7224797187,310107081,10.9242,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19431,-70.08277778,,127530.0,0.1034693041,1655.706661,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000129038637_tess_v01_llc.fits,jj,0.348628,67.32246166,0.99,1.36779,1.376162567,129038637,10.4397,B,B,0,0,1,0,0,0,0,,,B,B,1,1,j
19432,-76.43891065,,720.0,0.2100872082,1388.881821,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000272359231_tess_v01_llc.fits,jj,14.899802,119.4438165,,10.9216,9.868388072,272359231,10.9043,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19436,-55.95422106,,131840.0,0.2220557801,1326.052271,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000279161482_tess_v01_llc.fits,jj,0.886698,103.0062616,1.22,1.72734,1.646095186,279161482,6.6733,B,B,0,0,1,0,0,0,0,,,B,B,1,1,j
19438,-70.69114537,,1050.0,0.3238991541,1328.729635,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000410087746_tess_v01_llc.fits,jj,21.46449,321.1367953,1.01,1.45023,1.369826163,410087746,10.0727,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19439,-55.77366875,,9120.0,0.2452134476,1384.309285,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000340179851_tess_v01_llc.fits,jj,0.994337,113.7054725,1.3,1.98548,2.06922092,340179851,7.2657,B,B,0,0,1,0,0,0,0,,,B,B,1,1,j
19442,-77.32244665,,5180.0,0.2575239341,1394.067423,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000287588629_tess_v01_llc.fits,jj,29.033138,124.7447992,1.05,1.01271,1.099398318,287588629,11.1019,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19449,-67.79561427,,140.0,0.0700061472,1326.201002,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000284194837_tess_v01_llc.fits,jj,0.60267,105.6813729,1.09,1.54865,1.434909942,284194837,9.6229,B,B,0,0,1,0,0,0,0,,,B,B,1,1,j
19453,-57.33525605,,180.0,0.1982588469,1330.702727,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000260541625_tess_v01_llc.fits,jj,21.341103,97.0455214,,10.2585,10.44999152,260541625,7.8243,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19474,-42.97344003,,820.0,0.1589038812,1659.185115,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000219279994_tess_v01_llc.fits,jj,6.340937,268.4952257,,11.4734,11.24459222,219279994,10.3198,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19482,-65.67357056,,640.0,0.1693977771,1642.803106,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000384464347_tess_v01_llc.fits,jj,18.863895,66.63319689,,11.6477,12.35872917,384464347,11.1335,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19484,-59.29660423,N,570.0,0.3431191533,1394.852266,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000340178535_tess_v01_llc.fits,jj,16.131601,113.9039193,,,80.60936253,340178535,10.8155,J,J,0,0,1,0,0,0,0,,,E,J,1,1,j
19497,-73.55942492,,152350.0,0.2493310122,1384.732134,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000287638537_tess_v01_llc.fits,jj,0.951282,125.6934142,1.31,3.11707,3.21060702,287638537,10.6221,B,B,0,0,1,0,0,0,0,,,B,B,1,1,j
19499,-71.40881087,,4060.0,0.03741214848,1627.732702,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000311106940_tess_v01_llc.fits,jj,0.357532,50.03356062,1.04,1.07944,1.05472459,311106940,10.0893,B,B,0,0,1,0,0,0,0,,,B,B,1,1,j
19505,-80.67480038,B,480.0,0.0385364616,1625.976738,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000276644609_tess_v01_llc.fits,jj,0.28392,265.695856,1.1,1.29532,1.321945048,276644609,11.2315,B,B,0,0,1,0,0,0,0,,,B,E,1,1,j
19506,-43.45083926,,154360.0,0.08686608398,1655.723534,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000062348182_tess_v01_llc.fits,jj,0.211822,270.4233662,1.31,2.19866,2.30792136,62348182,11.3371,B,B,0,0,1,0,0,0,0,,,B,B,1,1,j
19507,-78.37182962,,920.0,0.159027948,1325.852339,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000348770938_tess_v01_llc.fits,jj,11.051282,47.12022831,,8.62878,7.708824054,348770938,9.0422,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19511,-81.60240423,,350.0,0.4511460505,1326.069111,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000304036054_tess_v01_llc.fits,jj,45.941553,61.97095797,1.33,1.92494,1.913081669,304036054,10.392,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19516,-73.19690492,,9609.0,0.05983924332,1360.577095,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000287535870_tess_v01_llc.fits,jj,11.376282,124.710301,,4.66985,4.695958824,287535870,9.6029,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19517,-61.18924114,,2940.0,0.1032686666,1654.247363,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000351346904_tess_v01_llc.fits,jj,0.401168,306.9358471,1.33,1.17984,1.231291246,351346904,11.2917,B,B,0,0,1,0,0,0,0,,,B,B,1,1,j
19519,-42.57988053,,590.0,0.7623254703,1347.37398,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000055755757_tess_v01_llc.fits,jj,47.914863,286.3348414,,25.3906,26.50189643,55755757,10.6636,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19524,-35.90715903,,6950.0,0.140825882,1657.530234,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000254108601_tess_v01_llc.fits,jj,0.465294,286.3108442,1.49,1.84339,1.776611035,254108601,11.1884,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19526,-45.78555482,,720.0,0.3088218623,1329.212134,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000055661751_tess_v01_llc.fits,jj,42.188779,285.8678252,,10.6209,10.86291822,55661751,10.6678,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19529,-65.4600417,,450.0,0.1835331526,1342.814583,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000167524393_tess_v01_llc.fits,jj,22.21951,100.4993844,,15.4815,15.59028435,167524393,10.4122,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19530,-82.81189811,,480.0,0.2167155646,1658.121578,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000324654261_tess_v01_llc.fits,jj,4.382519,146.5414402,,14.7813,15.52008885,324654261,10.6196,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19534,-41.5734609,,320.0,0.1661790552,1328.627076,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000055605890_tess_v01_llc.fits,jj,8.815865,274.042971,,10.2224,10.07383204,55605890,11.0014,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19535,-65.26345805,,1940.0,0.3815217347,1338.760835,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000150429785_tess_v01_llc.fits,jj,46.189072,97.08358622,1.91,2.29977,2.212971074,150429785,9.7461,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19536,-80.79571552,,810.0,0.4324760363,1339.476832,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000038603752_tess_v01_llc.fits,jj,27.354588,254.3267788,1.11,1.0628,1.040677098,38603752,10.0819,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19549,-79.97466763,,310.0,0.2105875619,1411.575658,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000278293793_tess_v01_llc.fits,jj,3.731837,111.5390442,,13.6026,14.53049427,278293793,10.7772,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19574,-69.42978023,,8850.0,0.06032007717,1630.469647,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000301453724_tess_v01_llc.fits,jj,3.716579,118.2587646,1.17,1.78054,1.819228298,301453724,10.0675,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19581,-65.27891929,,120.0,0.153649891,1328.928054,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000167571698_tess_v01_llc.fits,jj,4.183226,101.1355869,,11.6985,11.68442425,167571698,10.5387,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19584,-58.93120443,,530.0,0.0475274952,1627.645338,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000294680768_tess_v01_llc.fits,jj,0.32964,108.7025048,1.04,1.38426,1.381985929,294680768,9.3868,B,B,0,0,1,0,0,0,0,,,B,B,1,1,j
19589,-58.34879499,,850.0,0.3751552926,1339.782603,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000388180830_tess_v01_llc.fits,jj,27.165481,305.0106464,1.01,1.15788,1.310475475,388180830,11.529,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19592,-71.50456895,,2450.0,0.1008081948,1657.49421,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000326391328_tess_v01_llc.fits,jj,0.466683,327.7578691,1.56,1.61124,1.663757586,326391328,9.2979,B,B,0,0,1,0,0,0,0,,,B,B,1,1,j
19594,-63.30757393,,470.0,0.4777857786,1332.385065,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000350142567_tess_v01_llc.fits,jj,46.841743,115.4618573,1.16,1.89771,1.857724065,350142567,11.0262,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19597,-60.99159939,,2250.0,0.2487215098,1326.447815,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000349681583_tess_v01_llc.fits,jj,1.217254,112.5365403,1.46,1.83238,1.778544758,349681583,10.7878,B,B,0,0,1,0,0,0,0,,,B,B,1,1,j
19603,-63.60390242,,1760.0,0.6112911742,1367.699086,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000350146388_tess_v01_llc.fits,jj,42.927751,115.6621009,1.12,0.956387,0.9589150943,350146388,9.2979,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19605,-45.94762808,,30390.0,0.408851725,1655.823156,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000061618979_tess_v01_llc.fits,jj,13.240017,291.0037336,,7.83324,7.35042008,61618979,6.1868,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19608,-54.97553521,,759.0,0.2004606999,1655.999854,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000360742953_tess_v01_llc.fits,jj,3.002257,294.7268387,,10.3801,10.46077096,360742953,9.2194,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19614,-65.17994388,,1130.0,0.01492186167,1654.233848,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000351134719_tess_v01_llc.fits,jj,0.583113,299.9328104,1.02,1.67803,1.483027237,351134719,10.755,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19615,-59.29742756,,4180.0,0.6967587627,1392.45504,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000340460526_tess_v01_llc.fits,jj,48.724389,115.6502585,,5.43222,3.780422994,340460526,6.6172,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19621,-78.79423626,,380.0,0.191522863,1598.435265,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000323006000_tess_v01_llc.fits,jj,3.436004,125.8475058,,11.8771,11.65511298,323006000,10.3562,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19661,-69.53778536,,190.0,0.1690857834,1326.979424,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000389748401_tess_v01_llc.fits,jj,1.605448,87.09607739,1.08,2.26137,1.166056381,389748401,11.2406,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19664,-45.79236651,N,820.0,0.04267477335,1655.777112,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000128882149_tess_v01_llc.fits,jj,0.340989,302.1310082,0.9,1.34279,1.062605766,128882149,7.4992,B,B,0,0,1,0,0,0,0,,,B,E,1,1,j
19676,-62.12903922,,1450.0,0.1850007277,1338.355745,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000149060376_tess_v01_llc.fits,jj,14.509861,78.36793552,,9.8546,9.981180351,149060376,9.6613,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19677,-56.24516249,,850.0,0.05613945135,1654.209149,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000456568184_tess_v01_llc.fits,jj,0.302557,281.8206485,1.31,1.54676,1.514209157,456568184,11.3662,B,B,0,0,1,0,0,0,0,,,B,B,1,1,j
19687,-44.48283077,,68310.0,0.2168340379,1654.123474,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000120401906_tess_v01_llc.fits,jj,1.080335,300.1382815,1.59,3.49214,4.272492673,120401906,10.2746,B,B,0,0,1,0,0,0,0,,,B,B,1,1,j
19696,-71.52681028,,1260.0,0.194997412,1326.613229,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000389129821_tess_v01_llc.fits,jj,24.223281,333.8047095,,10.8179,11.51831806,389129821,9.4481,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19699,-58.75697055,,130.0,0.3331425052,1328.055545,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000231801885_tess_v01_llc.fits,jj,3.144337,309.4300163,1.03,0.7885,0.7929424089,231801885,10.7658,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19701,-56.16933781,,190.0,0.6558330927,1394.391874,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000340179367_tess_v01_llc.fits,jj,48.329631,113.7387924,,37.9154,38.79186249,340179367,9.7832,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19703,-55.58152059,N,18270.0,0.1304677778,1654.192346,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000379239816_tess_v01_llc.fits,jj,0.456724,283.1434606,,2.76143,2.908641679,379239816,10.8019,E,E,0,0,1,0,0,0,0,,,B,B,1,1,j
19704,-74.36519581,,690.0,0.6569923046,1364.369081,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000272004643_tess_v01_llc.fits,jj,43.451872,115.1901134,,18.8279,19.1122773,272004643,8.6344,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19709,-73.68635879,,230.0,0.166708125,1327.631468,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000031532827_tess_v01_llc.fits,jj,3.089476,252.8874285,,10.9762,11.17113115,31532827,11.2155,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19720,-77.60058432,,4660.0,0.00245480245,1654.121713,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000344128598_tess_v01_llc.fits,jj,0.374779,278.943911,1.24,2.32794,2.298627065,344128598,10.5507,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19728,-87.24176705,,810.0,0.1775513516,1630.241026,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000369867255_tess_v01_llc.fits,jj,14.23828,164.5262542,,9.88174,10.23746646,369867255,9.7161,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19731,-54.28413633,B,3610.0,0.07029118656,1654.117526,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000379578628_tess_v01_llc.fits,jj,0.410196,284.7660883,,1.2823,,379578628,11.2536,B,E,0,0,1,0,0,0,0,,,B,B,1,1,j
19733,-80.52855724,,390.0,0.1633039411,1626.929003,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000276798143_tess_v01_llc.fits,jj,4.105177,271.1740501,,10.4613,10.52310832,276798143,9.5724,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19736,-75.89359128,,280.0,0.280622128,1329.472303,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000370234970_tess_v01_llc.fits,jj,35.077766,105.1156262,,18.6915,19.42913233,370234970,9.9525,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19745,-80.03805617,,35800.0,0.4370686236,1353.60432,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000299940906_tess_v01_llc.fits,jj,40.469317,36.63590796,1.01,0.960143,0.8952369353,299940906,11.097,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19746,-74.30586032,,75229.0,0.133468849,1325.740409,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000142146752_tess_v01_llc.fits,jj,0.481837,99.37169166,1.39,1.96227,2.109897142,142146752,8.494,B,B,0,0,1,0,0,0,0,,,B,B,1,1,j
19749,-75.56016289,,2210.0,0.2620915359,1338.966008,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000382304847_tess_v01_llc.fits,jj,14.345459,345.449294,,22.6948,20.29006777,382304847,10.8742,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19762,-55.55528741,,290.0,0.2238537789,1341.379151,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000294751033_tess_v01_llc.fits,jj,15.665065,108.8847646,,16.4835,15.63813064,294751033,9.6032,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19772,-51.70733249,B,1340.0,0.04623779748,1655.640303,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000423183487_tess_v01_llc.fits,jj,0.304878,293.4235237,1.1,1.87199,1.864677728,423183487,11.2955,E,J,0,0,1,0,0,0,0,,,B,B,1,1,j
19773,-66.28265313,,2930.0,0.3914233182,1655.906407,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000372223132_tess_v01_llc.fits,jj,26.519195,313.9068288,1.22,1.39357,1.397280169,372223132,10.278,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19781,-74.11766668,,200.0,0.1463619647,1325.873134,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000271639066_tess_v01_llc.fits,jj,3.406143,108.673384,,11.7827,11.5501094,271639066,10.1561,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19787,-67.17068448,,540.0,0.2041881657,1628.303919,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000293333759_tess_v01_llc.fits,jj,0.717835,261.3488097,1.28,1.33156,1.370666403,293333759,11.3795,B,B,0,0,1,0,0,0,0,,,B,B,1,1,j
19792,-63.14515638,B,103260.0,0.1243435125,1626.876182,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000384608233_tess_v01_llc.fits,jj,1.083226,69.67679317,2.11,2.86779,3.068114283,384608233,8.9536,B,E,0,0,1,0,0,0,0,,,N,B,1,1,j
19800,-34.85667677,,800.0,0.2126996894,1411.169041,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000278022133_tess_v01_llc.fits,jj,14.391048,284.3120713,1.24,2.19097,2.232072817,278022133,11.1573,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19806,-41.39012608,,4529.0,0.1520735401,1655.66885,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000254235775_tess_v01_llc.fits,jj,13.875323,288.2396825,,9.10438,9.000900901,254235775,11.1903,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19810,-80.7501326,,670.0,0.19938736,1326.739241,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000260983680_tess_v01_llc.fits,jj,23.764882,75.70949666,,11.3032,10.69941902,260983680,10.2167,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19813,-53.72289704,,32000.0,0.1008562071,1655.721894,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000158236757_tess_v01_llc.fits,jj,0.432655,287.4268037,1.03,1.71801,1.73103989,158236757,10.5605,B,B,0,0,1,0,0,0,0,,,B,B,1,1,j
19816,-71.77683517,B,40220.0,0.2152066636,1354.521445,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000370101492_tess_v01_llc.fits,jj,1.631837,69.88646373,1.19,4.14449,4.626132348,370101492,10.5595,J,E,0,0,1,0,0,0,0,,,J,J,1,1,j
19818,-86.36429867,,420.0,0.2740661621,1626.671415,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000451507272_tess_v01_llc.fits,jj,2.633226,255.2438332,2.32,4.75282,4.6503536,451507272,6.0124,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19825,-81.71988174,,900.0,0.2029441609,1337.779866,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000392013177_tess_v01_llc.fits,jj,17.039812,85.17353909,,11.3729,11.5177005,392013177,9.687,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19831,-58.89726599,,250.0,0.09475153368,1329.377431,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000287273334_tess_v01_llc.fits,jj,9.798504,109.5687025,1.71,3.01186,2.643199635,287273334,9.5464,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19833,-60.66402033,,970.0,0.4084267841,1654.006261,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000464482917_tess_v01_llc.fits,jj,0.519918,284.250821,1.48,1.97431,2.028768825,464482917,10.8969,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19835,-67.07839654,,510.0,0.1771150175,1343.495749,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000300512509_tess_v01_llc.fits,jj,21.785365,111.6738171,,19.7326,20.69712337,300512509,9.4408,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19839,-46.19774264,,2000.0,0.02147206424,1655.78173,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000219021623_tess_v01_llc.fits,jj,0.219461,268.4222283,1.94,2.70853,2.790501041,219021623,11.3857,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19844,-60.35776008,,500.0,1.417823796,1340.301135,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000167896330_tess_v01_llc.fits,jj,40.989413,105.5499093,,10.6668,10.68044931,167896330,10.7256,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
19855,-72.1639777,,470.0,0.1689595741,1327.560667,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000238184075_tess_v01_llc.fits,jj,15.969714,44.75079851,,8.99271,9.104509109,238184075,11.4989,J,J,0,0,1,0,0,0,0,,,J,J,1,1,j
